ENSG.ID	Gene.type	Gene.name	Chromosome
ENSG00000251611	lncRNA	FHIP1A-DT	4
ENSG00000250590	lncRNA	LINC02492	4
ENSG00000170482	protein_coding	SLC23A1	5
ENSG00000087365	protein_coding	SF3B2	11
ENSG00000104472	protein_coding	CHRAC1	8
ENSG00000283990	miRNA	MIRLET7A3	22
ENSG00000284175	miRNA	MIR4763	22
ENSG00000284520	miRNA	MIRLET7B	22
ENSG00000186951	protein_coding	PPARA	22
ENSG00000148840	protein_coding	PPRC1	10
ENSG00000140836	protein_coding	ZFHX3	16
ENSG00000106648	protein_coding	GALNTL5	7
ENSG00000121578	protein_coding	B4GALT4	3
ENSG00000147251	protein_coding	DOCK11	X
ENSG00000168538	protein_coding	TRAPPC11	4
ENSG00000140497	protein_coding	SCAMP2	15
ENSG00000104408	protein_coding	EIF3E	8
ENSG00000263892	miRNA	MIR4667	9
ENSG00000159884	protein_coding	CCDC107	9
ENSG00000205643	protein_coding	CDPF1	22
ENSG00000226348	unitary_pseudogene	VN2R10P	16
ENSG00000168411	protein_coding	RFWD3	16
ENSG00000248883	unprocessed_pseudogene	B4GALNT2P1	17
ENSG00000263787	lncRNA	SKAP1-AS1	17
ENSG00000213107	processed_pseudogene	AHCYP5	2
ENSG00000183569	protein_coding	SERHL2	22
ENSG00000131480	protein_coding	AOC2	17
ENSG00000198521	protein_coding	ZNF43	19
ENSG00000137135	protein_coding	ARHGEF39	9
ENSG00000170476	protein_coding	MZB1	5
ENSG00000263715	protein_coding	LINC02210-CRHR1	17
ENSG00000079156	protein_coding	OSBPL6	2
ENSG00000168675	protein_coding	LDLRAD4	18
ENSG00000167780	protein_coding	SOAT2	12
ENSG00000166197	protein_coding	NOLC1	10
ENSG00000173991	protein_coding	TCAP	17
ENSG00000228672	protein_coding	PROB1	5
ENSG00000133983	protein_coding	COX16	14
ENSG00000227011	lncRNA	LINC02876	17
ENSG00000170464	protein_coding	DNAJC18	5
ENSG00000105085	protein_coding	MED26	19
ENSG00000183742	protein_coding	MACC1	7
ENSG00000262904	processed_pseudogene	TMPOP2	16
ENSG00000186187	protein_coding	ZNRF1	16
ENSG00000154945	protein_coding	ANKRD40	17
ENSG00000243136	misc_RNA	RN7SL22P	9
ENSG00000198467	protein_coding	TPM2	9
ENSG00000169371	protein_coding	SNUPN	15
ENSG00000127445	protein_coding	PIN1	19
ENSG00000260231	lncRNA	KDM7A-DT	7
ENSG00000258644	protein_coding	SYNJ2BP-COX16	14
ENSG00000198074	protein_coding	AKR1B10	7
ENSG00000108465	protein_coding	CDK5RAP3	17
ENSG00000277443	protein_coding	MARCKS	6
ENSG00000172594	protein_coding	SMPDL3A	6
ENSG00000140873	protein_coding	ADAMTS18	16
ENSG00000251336	lncRNA	TEMN3-AS1	4
ENSG00000151005	protein_coding	TKTL2	4
ENSG00000251619	lncRNA	LINC02508	4
ENSG00000224807	unprocessed_pseudogene	DUX4L9	4
ENSG00000248429	lncRNA	GASK1B-AS1	4
ENSG00000222640	snRNA	RNU2-51P	14
ENSG00000213463	protein_coding	SYNJ2BP	14
ENSG00000185231	protein_coding	MC2R	18
ENSG00000073050	protein_coding	XRCC1	19
ENSG00000243779	processed_pseudogene	RPL36AP49	18
ENSG00000177803	processed_pseudogene	YWHAQP4	4
ENSG00000139985	protein_coding	ADAM21	14
ENSG00000252263	snRNA	RNU6-659P	14
ENSG00000134007	protein_coding	ADAM20	14
ENSG00000218424	processed_pseudogene	NDUFS5P1	6
ENSG00000175322	protein_coding	ZNF519	18
ENSG00000251165	lncRNA	F11-AS1	4
ENSG00000112406	protein_coding	HECA	6
ENSG00000133997	protein_coding	MED6	14
ENSG00000200378	snRNA	RNU5B-4P	5
ENSG00000213133	processed_pseudogene	PPP1R14BP5	6
ENSG00000232968	processed_pseudogene	EIF4EP4	7
ENSG00000251842	snRNA	RNU6-732P	5
ENSG00000207714	miRNA	MIR584	5
ENSG00000237821	processed_pseudogene	ST13P7	7
ENSG00000200161	misc_RNA	RN7SKP145	5
ENSG00000178394	protein_coding	HTR1A	5
ENSG00000273117	lncRNA	INSIG1-DT	7
ENSG00000254855	lncRNA	KLC2-AS1	11
ENSG00000214604	processed_pseudogene	NPM1P36	6
ENSG00000140718	protein_coding	FTO	16
ENSG00000218965	processed_pseudogene	NACAP7	6
ENSG00000254762	lncRNA	KLC2-AS2	11
ENSG00000119915	protein_coding	ELOVL3	10
ENSG00000173626	protein_coding	TRAPPC3L	6
ENSG00000091732	protein_coding	ZC3HC1	7
ENSG00000174903	protein_coding	RAB1B	11
ENSG00000164024	protein_coding	METAP1	4
ENSG00000164398	protein_coding	ACSL6	5
ENSG00000243775	transcribed_processed_pseudogene	OSTCP1	6
ENSG00000139318	protein_coding	DUSP6	12
ENSG00000146409	protein_coding	SLC18B1	6
ENSG00000107859	protein_coding	PITX3	10
ENSG00000267704	processed_pseudogene	FRG2LP	18
ENSG00000163870	protein_coding	TPRA1	3
ENSG00000228816	processed_pseudogene	AK3P5	10
ENSG00000079101	protein_coding	CLUL1	18
ENSG00000234163	processed_pseudogene	MTND4LP11	10
ENSG00000235962	processed_pseudogene	RPL7AP53	10
ENSG00000146281	protein_coding	PM20D2	6
ENSG00000273001	lncRNA	PFKP-DT	10
ENSG00000237399	lncRNA	PITRM1-AS1	10
ENSG00000127720	protein_coding	METTL25	12
ENSG00000271931	lncRNA	PNRC1-DT	6
ENSG00000214457	processed_pseudogene	RPL7P29	6
ENSG00000229214	lncRNA	LINC00242	6
ENSG00000146072	protein_coding	TNFRSF21	6
ENSG00000252252	snRNA	RNU6-687P	10
ENSG00000174871	protein_coding	CNIH2	11
ENSG00000224697	processed_pseudogene	NEFMP1	10
ENSG00000221594	miRNA	MIR548F1	10
ENSG00000236993	processed_pseudogene	GAPDHP21	10
ENSG00000107959	protein_coding	PITRM1	10
ENSG00000118514	protein_coding	ALDH8A1	6
ENSG00000166415	protein_coding	WDR72	15
ENSG00000283697	protein_coding	HSFX3	X
ENSG00000198205	protein_coding	ZXDA	X
ENSG00000176774	protein_coding	MAGEB18	X
ENSG00000251073	processed_pseudogene	NUDT19P5	4
ENSG00000281591	lncRNA	DBET	4
ENSG00000176746	protein_coding	MAGEB6	X
ENSG00000248210	lncRNA	LINC02355	4
ENSG00000188408	protein_coding	MAGEB5	X
ENSG00000127528	protein_coding	KLF2	19
ENSG00000271474	lncRNA	UNC5C-AS1	4
ENSG00000259849	transcribed_processed_pseudogene	VENTXP1	X
ENSG00000174851	protein_coding	YIF1A	11
ENSG00000174145	protein_coding	NWD2	4
ENSG00000178146	processed_pseudogene	GK4P	X
ENSG00000241825	processed_pseudogene	RPL7P42	12
ENSG00000188828	transcribed_unitary_pseudogene	GLRA4	X
ENSG00000284195	miRNA	MIR6852	9
ENSG00000107175	protein_coding	CREB3	9
ENSG00000111145	protein_coding	ELK3	12
ENSG00000202058	misc_RNA	RN7SKP80	22
ENSG00000251913	snRNA	RNU6-513P	22
ENSG00000276027	snRNA	RNU12	22
ENSG00000065268	protein_coding	WDR18	19
ENSG00000249222	protein_coding	ATP5MGL	22
ENSG00000249698	unprocessed_pseudogene	MTCO3P9	4
ENSG00000213434	processed_pseudogene	VTI1BP2	4
ENSG00000249066	lncRNA	LINC02496	4
ENSG00000183172	protein_coding	SMDT1	22
ENSG00000250496	processed_pseudogene	ABT1P1	4
ENSG00000231839	processed_pseudogene	DPY19L4P2	7
ENSG00000225176	processed_pseudogene	ATP5MGP4	4
ENSG00000164898	protein_coding	FMC1	7
ENSG00000242936	processed_pseudogene	RPL30P6	4
ENSG00000128274	protein_coding	A4GALT	22
ENSG00000258834	unprocessed_pseudogene	DUX4L4	4
ENSG00000242550	protein_coding	SERPINB10	18
ENSG00000186163	transcribed_unitary_pseudogene	PRSS59P	7
ENSG00000185149	protein_coding	NPY2R	4
ENSG00000288568	lncRNA	ZCCHC14-DT	16
ENSG00000261570	lncRNA	AGK-DT	7
ENSG00000141655	protein_coding	TNFRSF11A	18
ENSG00000251609	processed_pseudogene	SETP12	4
ENSG00000261082	lncRNA	LINC01228	16
ENSG00000103187	protein_coding	COTL1	16
ENSG00000151572	protein_coding	ANO4	12
ENSG00000234009	processed_pseudogene	RPL5P34	22
ENSG00000215168	processed_pseudogene	ATXN7L3P1	X
ENSG00000237294	processed_pseudogene	EIF4BP9	X
ENSG00000229608	unprocessed_pseudogene	GOLGA2P4	22
ENSG00000231356	processed_pseudogene	MTFR1P1	X
ENSG00000224236	processed_pseudogene	MRRFP1	X
ENSG00000125675	protein_coding	GRIA3	X
ENSG00000106554	protein_coding	CHCHD3	7
ENSG00000242247	protein_coding	ARFGAP3	22
ENSG00000248546	processed_pseudogene	ANP32C	4
ENSG00000111880	protein_coding	RNGTT	6
ENSG00000242169	processed_pseudogene	RPL7AP27	4
ENSG00000205100	transcribed_processed_pseudogene	HSP90AA4P	4
ENSG00000273945	miRNA	MIR6853	9
ENSG00000258951	processed_pseudogene	KRT18P7	14
ENSG00000070610	protein_coding	GBA2	9
ENSG00000245466	lncRNA	TTC9-DT	14
ENSG00000240837	misc_RNA	RN7SL77P	14
ENSG00000133985	protein_coding	TTC9	14
ENSG00000109536	protein_coding	FRG1	4
ENSG00000261010	processed_pseudogene	RARRES2P6	16
ENSG00000258897	lncRNA	EGLN3-AS1	14
ENSG00000143119	protein_coding	CD53	1
ENSG00000103121	protein_coding	CMC2	16
ENSG00000223299	misc_RNA	RN7SKP108	14
ENSG00000258979	lncRNA	LINC02299	14
ENSG00000006432	protein_coding	MAP3K9	14
ENSG00000179292	protein_coding	TMEM151A	11
ENSG00000261624	processed_pseudogene	NDUFB10P2	7
ENSG00000248517	lncRNA	LINC02437	4
ENSG00000106400	protein_coding	ZNHIT1	7
ENSG00000214273	processed_pseudogene	AGGF1P1	4
ENSG00000174807	protein_coding	CD248	11
ENSG00000248370	lncRNA	LINC02434	4
ENSG00000174791	protein_coding	RIN1	11
ENSG00000241088	processed_pseudogene	RPL17P44	18
ENSG00000266920	processed_pseudogene	ACTBP9	18
ENSG00000249003	unprocessed_pseudogene	CLUHP4	4
ENSG00000141664	protein_coding	ZCCHC2	18
ENSG00000140386	protein_coding	SCAPER	15
ENSG00000249693	protein_coding	THEGL	4
ENSG00000237278	processed_pseudogene	RLIMP2	1
ENSG00000233432	processed_pseudogene	MTIF2P1	1
ENSG00000230654	unprocessed_pseudogene	MTCO2P25	7
ENSG00000143520	protein_coding	FLG2	1
ENSG00000170265	protein_coding	ZNF282	7
ENSG00000250768	processed_pseudogene	DPP3P1	4
ENSG00000248019	lncRNA	FAM13A-AS1	4
ENSG00000171943	protein_coding	SRGAP2C	1
ENSG00000250356	processed_pseudogene	HSPE1P23	4
ENSG00000107185	protein_coding	RGP1	9
ENSG00000251437	processed_pseudogene	NDUFS5P4	4
ENSG00000251688	lncRNA	LINC02507	4
ENSG00000249618	lncRNA	LINC02465	4
ENSG00000253710	protein_coding	ALG11	13
ENSG00000216853	processed_pseudogene	MTCYBP36	6
ENSG00000119900	protein_coding	OGFRL1	6
ENSG00000174744	protein_coding	BRMS1	11
ENSG00000214025	processed_pseudogene	ATP5PBP4	2
ENSG00000213120	processed_pseudogene	LIN28AP1	2
ENSG00000204253	processed_pseudogene	HNRNPCP2	2
ENSG00000179101	processed_pseudogene	H3P47	X
ENSG00000215183	protein_coding	MSMP	9
ENSG00000225493	lncRNA	LINC01107	2
ENSG00000219747	processed_pseudogene	RPL32P16	6
ENSG00000146966	protein_coding	DENND2A	7
ENSG00000231120	processed_pseudogene	BTF3P10	6
ENSG00000218014	processed_pseudogene	KRT19P1	6
ENSG00000213117	processed_pseudogene	MEMO1P2	6
ENSG00000155761	protein_coding	SPAG17	1
ENSG00000136731	protein_coding	UGGT1	2
ENSG00000217044	processed_pseudogene	MTCO3P31	6
ENSG00000219940	processed_pseudogene	SPTLC1P3	6
ENSG00000101849	protein_coding	TBL1X	X
ENSG00000137098	protein_coding	SPAG8	9
ENSG00000071242	protein_coding	RPS6KA2	6
ENSG00000100243	protein_coding	CYB5R3	22
ENSG00000100934	protein_coding	SEC23A	14
ENSG00000139496	protein_coding	NUP58	13
ENSG00000249106	lncRNA	GPM6A-DT	4
ENSG00000102978	protein_coding	POLR2C	16
ENSG00000251298	lncRNA	TMEM184C-DT	4
ENSG00000184139	processed_pseudogene	RPL7AP28	4
ENSG00000235552	transcribed_processed_pseudogene	RPL6P27	18
ENSG00000207642	miRNA	MIR571	4
ENSG00000200761	misc_RNA	RN7SKP113	4
ENSG00000221275	miRNA	MIR548I2	4
ENSG00000180263	protein_coding	FGD6	12
ENSG00000202054	rRNA_pseudogene	RNA5SP152	4
ENSG00000252002	rRNA_pseudogene	RNA5SP154	4
ENSG00000222182	rRNA_pseudogene	RNA5SP156	4
ENSG00000227115	lncRNA	LINC01630	18
ENSG00000212282	snRNA	RNU6-578P	4
ENSG00000186265	protein_coding	BTLA	3
ENSG00000199420	misc_RNA	RN7SKP170	4
ENSG00000207716	miRNA	MIR572	4
ENSG00000206780	snoRNA	SNORA75B	4
ENSG00000207697	miRNA	MIR573	4
ENSG00000243005	misc_RNA	RN7SL16P	4
ENSG00000239001	snRNA	RNU6-420P	4
ENSG00000207732	miRNA	MIR218-1	4
ENSG00000283281	miRNA	MIR7978	4
ENSG00000251816	rRNA_pseudogene	RNA5SP157	4
ENSG00000243548	misc_RNA	RN7SL101P	4
ENSG00000283275	miRNA	MIR4275	4
ENSG00000238632	snRNA	RNU7-126P	4
ENSG00000283207	miRNA	MIR1255B1	4
ENSG00000206665	snRNA	RNU6-573P	4
ENSG00000269058	protein_coding	CALR3	19
ENSG00000263642	miRNA	MIR4802	4
ENSG00000239010	snRNA	RNU7-74P	4
ENSG00000264319	miRNA	MIR4801	4
ENSG00000200720	snRNA	RNU6-931P	4
ENSG00000252243	snRNA	RNU6-412P	4
ENSG00000202297	misc_RNA	RNY3P12	10
ENSG00000206675	snRNA	RNU6-32P	4
ENSG00000232709	processed_pseudogene	MARK2P9	10
ENSG00000239679	misc_RNA	RN7SL193P	4
ENSG00000222257	misc_RNA	RN7SKP199	4
ENSG00000252913	snRNA	RNU6-158P	4
ENSG00000101850	protein_coding	GPR143	X
ENSG00000277388	miRNA	MIR8053	4
ENSG00000214695	processed_pseudogene	NPAP1P2	10
ENSG00000265829	miRNA	MIR548AG1	4
ENSG00000204437	unprocessed_pseudogene	CTSLP6	10
ENSG00000201775	snRNA	RNU6-1325P	4
ENSG00000214584	processed_pseudogene	PGGT1BP2	10
ENSG00000252890	snRNA	RNU6-699P	4
ENSG00000221563	miRNA	MIR1269A	4
ENSG00000252104	snRNA	RNU6-191P	4
ENSG00000206629	snRNA	RNU1-63P	4
ENSG00000274759	rRNA	RNA5SP527	4
ENSG00000137133	protein_coding	HINT2	9
ENSG00000210839	snRNA	RNU6ATAC5P	4
ENSG00000267322	lncRNA	SNHG22	18
ENSG00000252955	snRNA	RNU4ATAC9P	4
ENSG00000283101	transcribed_unprocessed_pseudogene	BMS1P21	10
ENSG00000207065	snRNA	RNU5A-2P	4
ENSG00000202485	snRNA	RNU6-499P	4
ENSG00000242600	transcribed_unitary_pseudogene	MBL1P	10
ENSG00000200108	snRNA	RNU6-774P	4
ENSG00000201901	misc_RNA	RN7SKP48	4
ENSG00000207746	miRNA	MIR575	4
ENSG00000283503	lncRNA	LINC01902	18
ENSG00000251874	snRNA	RNU6-615P	4
ENSG00000207524	snRNA	RNU6-33P	4
ENSG00000200622	snRNA	RNU6-1059P	4
ENSG00000266421	miRNA	MIR4451	4
ENSG00000201640	misc_RNA	RN7SKP28	4
ENSG00000133661	protein_coding	SFTPD	10
ENSG00000252548	snRNA	RNU7-149P	4
ENSG00000265213	miRNA	MIR3684	4
ENSG00000199529	snRNA	RNU6-462P	4
ENSG00000252470	snRNA	RNU6-551P	4
ENSG00000174684	protein_coding	B4GAT1	11
ENSG00000201744	snRNA	RNU6-34P	4
ENSG00000252460	snRNA	RNU6-635P	4
ENSG00000206601	snRNA	RNU6-431P	4
ENSG00000275994	snoRNA	SNORA24	4
ENSG00000172139	protein_coding	SLC9C1	3
ENSG00000207931	miRNA	MIR577	4
ENSG00000183709	protein_coding	IFNL2	19
ENSG00000243227	misc_RNA	RN7SL55P	4
ENSG00000267374	lncRNA	MIR924HG	18
ENSG00000244754	protein_coding	N4BP2L2	13
ENSG00000207988	miRNA	MIR576	4
ENSG00000273882	miRNA	MIR8066	4
ENSG00000221265	miRNA	MIR1255A	4
ENSG00000223006	misc_RNA	RN7SKP137	4
ENSG00000255468	lncRNA	B4GAT1-DT	11
ENSG00000252183	snRNA	RNU6-948P	4
ENSG00000201752	snRNA	RNU6-119P	4
ENSG00000212359	snRNA	RNU6-550P	4
ENSG00000108798	protein_coding	ABI3	17
ENSG00000241392	misc_RNA	RN7SL205P	4
ENSG00000207322	snRNA	RNU1-89P	4
ENSG00000206782	snRNA	RNU6-224P	4
ENSG00000240637	misc_RNA	RN7SL808P	4
ENSG00000174669	protein_coding	SLC29A2	11
ENSG00000201846	rRNA_pseudogene	RNA5SP166	4
ENSG00000118900	protein_coding	UBN1	16
ENSG00000239168	snRNA	RNU7-197P	4
ENSG00000207121	snRNA	RNU6-1230P	4
ENSG00000202331	rRNA_pseudogene	RNA5SP167	4
ENSG00000252951	rRNA_pseudogene	RNA5SP165	4
ENSG00000273372	lncRNA	SFTPD-AS1	10
ENSG00000252233	misc_RNA	RN7SKP253	4
ENSG00000235924	processed_pseudogene	ZNRF2P3	10
ENSG00000225100	processed_pseudogene	DPY19L2P5	10
ENSG00000224760	processed_pseudogene	C1DP3	10
ENSG00000264274	miRNA	MIR4799	4
ENSG00000236217	processed_pseudogene	C1DP2	10
ENSG00000240014	misc_RNA	RN7SL254P	4
ENSG00000227515	processed_pseudogene	C1DP4	10
ENSG00000253019	misc_RNA	RN7SKP35	4
ENSG00000230091	lncRNA	TMEM254-AS1	10
ENSG00000230806	lncRNA	SRGAP2-AS1	1
ENSG00000201264	snoRNA	SNORD73B	4
ENSG00000221369	miRNA	MIR548G	4
ENSG00000252544	snRNA	RNU6-1282P	4
ENSG00000253077	rRNA_pseudogene	RNA5SP169	4
ENSG00000208797	snoRNA	SNORD73A	4
ENSG00000252350	ribozyme	RPPH1-3P	4
ENSG00000199634	snRNA	RNU4-79P	4
ENSG00000152433	protein_coding	ZNF547	19
ENSG00000223037	snRNA	RNU6-284P	4
ENSG00000137103	protein_coding	TMEM8B	9
ENSG00000222721	misc_RNA	RN7SKP188	4
ENSG00000116830	protein_coding	TTF2	1
ENSG00000252959	rRNA_pseudogene	RNA5SP170	4
ENSG00000251961	snRNA	RNU6ATAC13P	4
ENSG00000253001	misc_RNA	RN7SKP105	4
ENSG00000197024	protein_coding	ZNF398	7
ENSG00000278502	miRNA	MIR6082	4
ENSG00000240772	misc_RNA	RN7SL776P	4
ENSG00000201931	rRNA	RNA5SP172	4
ENSG00000253000	snRNA	RNU1-45P	4
ENSG00000133678	protein_coding	TMEM254	10
ENSG00000222859	misc_RNA	RN7SKP136	4
ENSG00000212373	rRNA_pseudogene	RNA5SP171	4
ENSG00000198759	protein_coding	EGFL6	X
ENSG00000201727	rRNA_pseudogene	RNA5SP173	4
ENSG00000283468	miRNA	MIR4454	4
ENSG00000251742	misc_RNA	RN7SKP13	4
ENSG00000201433	snRNA	RNU6-335P	4
ENSG00000251739	snRNA	RNU6-1053P	4
ENSG00000252157	snRNA	RNU6-479P	4
ENSG00000244512	misc_RNA	RN7SL28P	4
ENSG00000221227	miRNA	MIR1305	4
ENSG00000184162	protein_coding	NR2C2AP	19
ENSG00000252343	snRNA	RNU2-34P	4
ENSG00000222582	snRNA	RNU2-66P	4
ENSG00000251714	misc_RNA	RN7SKP67	4
ENSG00000252604	snRNA	RNU2-44P	4
ENSG00000267040	lncRNA	ATP8B1-AS1	18
ENSG00000265846	miRNA	MIR4276	4
ENSG00000201145	rRNA_pseudogene	RNA5SP175	4
ENSG00000201085	snRNA	RNU6-173P	4
ENSG00000202215	snRNA	RNU1-51P	4
ENSG00000199572	rRNA_pseudogene	RNA5SP174	4
ENSG00000252275	snRNA	RNU7-192P	4
ENSG00000265158	transcribed_processed_pseudogene	LRRC37A7P	18
ENSG00000170448	protein_coding	NFXL1	4
ENSG00000261738	lncRNA	MIR3976HG	18
ENSG00000233357	processed_pseudogene	RPL30P15	X
ENSG00000283493	miRNA	MIR6086	X
ENSG00000199622	misc_RNA	RN7SKP20	X
ENSG00000123595	protein_coding	RAB9A	X
ENSG00000233380	processed_pseudogene	RPS2P48	17
ENSG00000173714	protein_coding	WFIKKN2	17
ENSG00000002079	transcribed_unitary_pseudogene	MYH16	7
ENSG00000046651	protein_coding	OFD1	X
ENSG00000159202	protein_coding	UBE2Z	17
ENSG00000142453	protein_coding	CARM1	19
ENSG00000234422	processed_pseudogene	UBE2WP1	1
ENSG00000227056	processed_pseudogene	RPL6P2	1
ENSG00000227091	lncRNA	SLC6A17-AS1	1
ENSG00000258815	lncRNA	LINC02820	12
ENSG00000214204	processed_pseudogene	HNRNPA1P43	1
ENSG00000081026	protein_coding	MAGI3	1
ENSG00000258651	lncRNA	SEC23A-AS1	14
ENSG00000258591	processed_pseudogene	PPIAP4	14
ENSG00000182400	protein_coding	TRAPPC6B	14
ENSG00000244722	processed_pseudogene	RPSAP29	3
ENSG00000214283	processed_pseudogene	RAD51AP1P1	3
ENSG00000144848	protein_coding	ATG3	3
ENSG00000260552	lncRNA	COSMOC	18
ENSG00000259389	processed_pseudogene	H3P38	15
ENSG00000188266	protein_coding	HYKK	15
ENSG00000263753	lncRNA	LINC00667	18
ENSG00000157703	protein_coding	SVOPL	7
ENSG00000204930	protein_coding	FAM221B	9
ENSG00000271435	processed_pseudogene	TEKT4P3	2
ENSG00000008988	protein_coding	RPS20	8
ENSG00000227708	lncRNA	LINC01850	2
ENSG00000135617	protein_coding	PRADC1	2
ENSG00000246777	lncRNA	DYNC1LI2-DT	16
ENSG00000260812	processed_pseudogene	RARRES2P7	16
ENSG00000243521	processed_pseudogene	RPL5P33	17
ENSG00000154102	protein_coding	C16orf74	16
ENSG00000189120	protein_coding	SP6	17
ENSG00000196091	protein_coding	MYBPC1	12
ENSG00000196758	lncRNA	LINC02991	2
ENSG00000242575	transcribed_processed_pseudogene	TUBAP13	2
ENSG00000144476	protein_coding	ACKR3	2
ENSG00000241157	processed_pseudogene	RPL32P32	17
ENSG00000183978	protein_coding	COA3	17
ENSG00000236083	unitary_pseudogene	OR13E1P	9
ENSG00000233659	processed_pseudogene	NDUFA5P4	9
ENSG00000104129	protein_coding	DNAJC17	15
ENSG00000196196	protein_coding	HRCT1	9
ENSG00000230783	processed_pseudogene	RPS3AP13	2
ENSG00000235387	protein_coding	SPAAR	9
ENSG00000226953	lncRNA	NCKAP5-AS2	2
ENSG00000230171	processed_pseudogene	RPL22P18	10
ENSG00000270264	processed_pseudogene	NDUFB8P2	17
ENSG00000099284	protein_coding	MACROH2A2	10
ENSG00000167083	protein_coding	GNGT2	17
ENSG00000241984	processed_pseudogene	RPL7AP2	14
ENSG00000259083	lncRNA	PNN-AS1	14
ENSG00000225639	processed_pseudogene	PGAM1P2	9
ENSG00000278889	protein_coding	OR2S2	9
ENSG00000100941	protein_coding	PNN	14
ENSG00000213866	processed_pseudogene	YBX1P10	9
ENSG00000268388	lncRNA	FENDRR	16
ENSG00000233086	lncRNA	LNCARSR	9
ENSG00000267270	lncRNA	PARD6G-AS1	18
ENSG00000186940	processed_pseudogene	CHCHD2P9	9
ENSG00000168393	protein_coding	DTYMK	2
ENSG00000254736	processed_pseudogene	BRD9P1	11
ENSG00000202317	snRNA	RNU1-84P	11
ENSG00000171843	protein_coding	MLLT3	9
ENSG00000174576	protein_coding	NPAS4	11
ENSG00000240654	protein_coding	C1QTNF9	13
ENSG00000147133	protein_coding	TAF1	X
ENSG00000105227	protein_coding	PRX	19
ENSG00000173988	protein_coding	LRRC63	13
ENSG00000164733	protein_coding	CTSB	8
ENSG00000135547	protein_coding	HEY2	6
ENSG00000260440	lncRNA	LINC01544	18
ENSG00000260923	lncRNA	LINC02193	16
ENSG00000243961	lncRNA	PARAL1	20
ENSG00000132623	protein_coding	ANKEF1	20
ENSG00000239919	processed_pseudogene	SNRPGP3	7
ENSG00000214552	processed_pseudogene	COPS8P2	3
ENSG00000257267	transcribed_unitary_pseudogene	ZNF271P	18
ENSG00000169087	protein_coding	HSPBAP1	3
ENSG00000005243	protein_coding	COPZ2	17
ENSG00000128585	protein_coding	MKLN1	7
ENSG00000280165	protein_coding	PCDH20	13
ENSG00000265485	lncRNA	LINC01915	18
ENSG00000175115	protein_coding	PACS1	11
ENSG00000150459	protein_coding	SAP18	13
ENSG00000232362	processed_pseudogene	ATP5MGP2	6
ENSG00000103241	protein_coding	FOXF1	16
ENSG00000270503	processed_pseudogene	YTHDF2P1	14
ENSG00000258940	lncRNA	MIA2-AS1	14
ENSG00000124596	protein_coding	OARD1	6
ENSG00000259956	protein_coding	RBM15B	3
ENSG00000267391	lncRNA	MIR122HG	18
ENSG00000228963	unprocessed_pseudogene	OR7E93P	3
ENSG00000119682	protein_coding	AREL1	14
ENSG00000166446	protein_coding	CDYL2	16
ENSG00000114638	protein_coding	UPK1B	3
ENSG00000266304	lncRNA	LIVAR	18
ENSG00000265142	lncRNA	MIR133A1HG	18
ENSG00000148734	protein_coding	NPFFR1	10
ENSG00000182264	protein_coding	IZUMO1	19
ENSG00000147144	protein_coding	CCDC120	X
ENSG00000225650	processed_pseudogene	EIF2S2P5	1
ENSG00000271626	processed_pseudogene	H3P42	17
ENSG00000224965	lncRNA	KCNC4-DT	1
ENSG00000228380	processed_pseudogene	MYL6BP1	2
ENSG00000259651	processed_pseudogene	MTCO3P23	15
ENSG00000228127	lncRNA	LINC01649	1
ENSG00000241399	protein_coding	CD302	2
ENSG00000267390	lncRNA	KDSR-DT	18
ENSG00000265888	lncRNA	DSCAS	18
ENSG00000226762	lncRNA	LINC02668	10
ENSG00000215452	transcribed_unitary_pseudogene	ZNF663P	20
ENSG00000263790	miRNA	MIR4473	9
ENSG00000222202	snRNA	RNU4-26P	9
ENSG00000264941	miRNA	MIR4474	9
ENSG00000237088	processed_pseudogene	RPL7AP48	9
ENSG00000227071	lncRNA	FOCAD-AS1	9
ENSG00000176912	lncRNA	TYMSOS	18
ENSG00000108846	protein_coding	ABCC3	17
ENSG00000207609	miRNA	MIR491	9
ENSG00000202189	snoRNA	SNORA30B	9
ENSG00000255874	lncRNA	PRECSIT	13
ENSG00000140455	protein_coding	USP3	15
ENSG00000187609	protein_coding	EXD3	9
ENSG00000225849	transcribed_processed_pseudogene	MKRN7P	20
ENSG00000186150	protein_coding	UBL4B	1
ENSG00000270112	lncRNA	ST8SIA5-DT	18
ENSG00000078403	protein_coding	MLLT10	10
ENSG00000143458	protein_coding	GABPB2	1
ENSG00000184617	unprocessed_pseudogene	ZNF840P	20
ENSG00000149635	protein_coding	OCSTAMP	20
ENSG00000100348	protein_coding	TXN2	22
ENSG00000226519	lncRNA	LINC00390	13
ENSG00000266010	lncRNA	GATA6-AS1	18
ENSG00000158296	protein_coding	SLC13A3	20
ENSG00000235903	lncRNA	CPB2-AS1	13
ENSG00000183793	protein_coding	NPIPA5	16
ENSG00000105550	protein_coding	FGF21	19
ENSG00000144445	protein_coding	KANSL1L	2
ENSG00000263146	lncRNA	LINC01896	18
ENSG00000169499	protein_coding	PLEKHA2	8
ENSG00000263417	lncRNA	GTSCR1	18
ENSG00000206758	snRNA	RNU6-317P	19
ENSG00000073754	protein_coding	CD5L	1
ENSG00000139618	protein_coding	BRCA2	13
ENSG00000263958	lncRNA	NETO1-DT	18
ENSG00000105552	protein_coding	BCAT2	19
